Index,Article_Sentiment,Num_Sentences
809,0.146728515625,4
814,0.193359375,5
815,0.34892578125,5
817,0.38037109375,5
818,-0.025146484375,2
827,0.3011067708333333,6
828,0.003662109375,2
830,0.0,3
847,0.2333984375,3
859,-0.19423828125,5
862,0.0,4
865,0.0,4
867,0.2508138020833333,3
868,0.1009765625,5
869,0.369873046875,4
876,0.27001953125,3
877,0.3638916015625,4
879,0.953125,2
886,-0.3006184895833333,3
890,0.475341796875,2
894,0.23046875,3
906,-0.3190104166666667,6
922,0.2373046875,3
926,-0.30458984375,5
955,-0.08359375,5
959,0.7061767578125,4
967,-0.1192626953125,4
972,0.2130126953125,4
978,0.377734375,5
989,0.9386393229166666,3
992,-0.9337565104166666,3
997,-0.37841796875,2
998,-0.37841796875,2
1006,0.0296630859375,4
1021,0.2822265625,5
1022,-0.04140625,5
1029,0.2814127604166667,3
1041,0.1927490234375,4
1044,0.930419921875,2
1045,0.900634765625,2
1051,-0.1974609375,5
1060,0.5760091145833334,6
1061,0.551416015625,5
1064,0.251220703125,4
1076,-0.211181640625,4
1098,-0.158935546875,3
1100,-0.0118408203125,4
1108,0.3705078125,5
1109,0.0,3
1119,0.6348876953125,4
1120,0.6233723958333334,3
1133,0.2600911458333333,3
1151,-0.162109375,6
1152,-0.16202799479166666,6
1164,-0.1943359375,5
1165,0.04541015625,5
1173,0.233154296875,6
1176,0.9435221354166666,3
1192,-0.16031901041666666,6
1196,-0.0011393229166666667,6
1197,0.02880859375,5
1925,0.5423583984375,4
1930,0.3744140625,5
1937,0.41619873046875,4
1938,0.2532552083333333,3
1939,-0.27308872767857145,7
1940,0.7060546875,4
1947,-0.2227783203125,4
1948,0.3116861979166667,6
1952,0.563671875,5
1959,0.474853515625,4
1960,0.2638346354166667,3
1964,-0.95556640625,2
1965,-0.222412109375,4
1971,0.84033203125,2
1972,0.4798177083333333,9
1976,-0.92041015625,3
1979,0.3518880208333333,6
1982,0.2076416015625,4
1983,0.21858723958333334,6
1988,-0.856201171875,2
1990,0.2991536458333333,3
1993,0.0,4
1995,-0.24365234375,4
1998,0.6558837890625,4
1999,0.073828125,5
2001,-0.8595377604166666,3
2007,0.6959228515625,4
2009,-0.1767578125,4
2017,0.34150390625,5
2018,0.6395263671875,4
2022,0.13509114583333334,6
2030,-0.112060546875,2
2038,0.48388671875,4
2041,0.4820963541666667,3
2044,-0.9619140625,3
2049,-0.29482421875,5
2050,0.30450439453125,4
2055,-0.875244140625,2
2056,0.0,3
2057,0.0,2
2058,0.1446533203125,4
2062,0.4580078125,2
2069,-0.60791015625,3
2074,-0.922119140625,2
2075,-0.0587158203125,4
2078,0.5086263020833334,3
2084,-0.774658203125,2
2086,-0.5680338541666666,3
2087,-0.7196044921875,4
2089,-0.134521484375,2
2090,-0.1875,2
2091,0.07986886160714286,7
2094,-0.11456298828125,4
2095,0.230712890625,4
2097,0.62646484375,3
2098,0.6261393229166666,3
2100,-0.006429036458333333,6
2102,-0.2437744140625,4
2104,0.5890299479166666,3
2105,0.459228515625,2
2106,0.2686244419642857,7
2112,0.1083984375,5
2113,0.482421875,5
2115,-0.1890625,5
2118,0.238037109375,4
2119,0.3826171875,5
2120,0.9078776041666666,3
2121,0.55849609375,5
2123,0.18798828125,3
2125,-0.19970703125,5
2128,0.380859375,5
2129,0.39150390625,5
2130,0.37685546875,5
2131,-0.3541259765625,4
2132,0.3147786458333333,3
2134,0.3173828125,3
2136,-0.974609375,2
2139,-0.22786458333333334,3
2142,-0.16689453125,5
2143,0.23828125,4
2144,0.6031901041666666,3
2145,0.3525390625,5
2146,0.0,4
2148,-0.23811848958333334,3
2149,-0.0146484375,4
2150,-0.46826171875,2
2151,-0.47216796875,2
2152,-0.47802734375,2
2154,0.926513671875,4
2156,0.2877604166666667,3
2162,0.609619140625,4
2163,0.3087565104166667,3
2164,0.104248046875,4
2167,-0.5216471354166666,3
2168,-0.00390625,7
2169,0.071533203125,4
2170,-0.9041341145833334,3
2171,0.8365885416666666,3
2172,0.3732421875,5
2178,0.6201171875,3
2179,-0.2633056640625,4
2180,0.25927734375,4
2182,0.6168619791666666,3
2185,0.9464111328125,4
2191,-0.9503173828125,4
2196,0.0,2
2202,0.203125,3
2204,-0.4866943359375,4
2206,0.0,4
2211,-0.38916015625,2
2212,0.18487548828125,4
2214,-0.9239908854166666,3
2215,-0.03251953125,5
2217,-0.38916015625,2
2218,-0.719970703125,4
2219,-0.9402669270833334,3
2220,0.4578857421875,4
2231,0.7576497395833334,3
2234,0.0,4
2236,0.0,4
2239,-0.97216796875,3
2240,-0.9456380208333334,3
2242,-0.9723307291666666,3
2243,0.010498046875,4
2245,0.79736328125,3
